user_name,machine_name,logon_time,total_sec,stage_1,stage_2,stage_3,stage_4,stage_5,stage_6,stage_7
user_674,machine_18,2/18/2020 19:43,48.091,0.047,9.13,0.047,1.813,1.143,20.237,7.41
user_306,machine_5,2/22/2020 0:26,22.992,0.03,3.297,0.031,1.734,1.92,4.033,8.823
user_165,machine_24,03-02-2020 23:20,48.144,0.056,,0.016,1.69,0.894,33.59,6.317
user_5,machine_0,02-07-2020 21:23,29.217,0.03,6.4,0.032,1.744,0.234,5.327,10.393
user_658,machine_4,2/27/2020 2:27,32.695,0.03,4.13,0.032,1.727,0.214,2.25,17.58
user_485,machine_6,02-11-2020 04:12,38.31,0.078,,0.031,1.564,0.167,19.363,11.53
user_213,machine_5,2/20/2020 17:33,33.59,0.066,,0.031,1.466,0.413,22.176,5.087
user_580,machine_22,2/25/2020 20:49,22.126,0.033,,0.031,1.873,1.106,5.004,6.736
user_213,machine_5,2/18/2020 0:55,32.281,0.033,,0.031,1.26,0.037,21.726,5.22
user_499,machine_16,2/16/2020 12:08,28.55,0.063,,0.031,1.593,0.32,3.013,13.13
user_147,machine_5,2/17/2020 4:45,29.146,0.05,,0.047,2.08,1.686,7.18,14.55
user_504,machine_14,02-07-2020 04:28,28.639,0.03,,0.032,1.657,0.3,8.467,12.116
user_359,machine_19,2/22/2020 1:03,24.442,0.034,,0.031,1.703,0.36,9.68,5.237
user_211,machine_7,2/13/2020 2:54,23.289,0.062,,0.047,2.317,0.8,5.04,7.69
user_100,machine_17,2/27/2020 17:38,24.427,0.034,,0.157,1.653,0.49,2.46,5.4
user_260,machine_5,2/13/2020 0:38,26.559,0.03,,0.047,1.766,0.197,3.853,11.814
user_316,machine_4,2/24/2020 23:04,24.359,0.066,,0.031,1.76,2.93,3.43,13.546
user_429,machine_24,02-04-2020 04:32,19.856,0.046,,0.125,1.484,0.433,3.94,4.877
user_23,machine_0,2/14/2020 16:54,32.711,0.051,5.85,0.094,1.826,0.67,9.703,8.38
user_149,machine_18,02-05-2020 21:06,30.692,0.03,8.08,0.047,1.53,0.176,3.83,9.683
user_24,machine_2,2/27/2020 18:39,27.805,0.034,9.797,0.032,1.493,0.58,2.987,5.243
user_262,machine_0,2/19/2020 16:10,17.127,0.03,,0.031,1.52,1.107,3.223,5.82
user_6,machine_0,02-10-2020 17:01,21.231,0.05,,0.032,1.734,0.447,2.317,11.94
user_562,machine_22,02-04-2020 07:11,24.768,0.034,,0.047,1.443,0.307,5.74,4.954
user_310,machine_18,2/17/2020 6:36,41.4,0.133,12.41,0.031,1.713,0.213,3.047,11.596
user_188,machine_0,02-07-2020 01:20,22.391,0.047,6.134,0.031,1.7,1.323,2.853,6.397
user_445,machine_5,2/29/2020 3:26,31.023,0.033,4.346,0.047,1.684,1.223,12.203,8.057
user_369,machine_4,2/25/2020 18:21,18.59,0.033,2.493,0.047,1.657,0.21,,
user_647,machine_22,02-12-2020 17:03,42.396,0.033,,0.031,1.796,1.483,17.926,10.194
user_556,machine_2,02-04-2020 02:20,59.793,0.02,,0.031,1.46,0.347,2.476,9.43
user_268,machine_17,02-05-2020 12:56,64.957,0.05,2.417,0.031,1.46,0.164,1.857,9.603
user_201,machine_4,02-04-2020 21:45,27.838,0.033,,0.125,1.843,0.207,7.17,10.547
user_528,machine_10,03-02-2020 17:55,60.133,0.02,,0.14,1.93,0.253,46.914,5.836
user_636,machine_4,2/20/2020 1:55,31.244,0.03,5.094,0.047,1.72,1.273,10.217,7.947
user_587,machine_21,2/29/2020 12:59,46.265,0.05,15.14,0.047,1.787,0.87,7.69,8.393
user_200,machine_4,2/22/2020 19:12,19.078,0.07,,0.031,1.497,1.08,5.593,7.107
user_296,machine_4,2/19/2020 17:52,31.364,0.031,5.273,0.031,1.466,0.154,9.373,10.087
user_280,machine_2,2/21/2020 21:22,55.476,0.033,,0.032,1.457,0.593,42.387,4.76
user_125,machine_2,2/24/2020 14:33,30.687,0.033,5.596,0.047,1.48,0.484,6.437,11.13
user_610,machine_23,02-11-2020 14:13,26.017,0.02,,0.031,1.633,1.226,1.706,8.367
user_651,machine_6,02-06-2020 02:39,28.941,0.017,5.63,0.031,1.667,0.897,8.71,7.477
user_269,machine_3,02-04-2020 15:37,23.67,0.03,,0.14,1.824,1.21,7.357,6.83
user_240,machine_17,2/17/2020 11:13,44.224,0.053,,0.031,1.803,0.426,3.58,14.377
user_647,machine_19,2/20/2020 11:45,42.159,0.03,,0.032,1.706,1.243,15.963,11.387
user_585,machine_16,02-06-2020 04:47,23.246,0.047,,0.047,1.647,0.237,2.983,10.847
user_201,machine_8,02-08-2020 00:48,16.776,0.031,4.754,0.031,,0.267,0.176,3.494
user_61,machine_4,2/18/2020 18:32,31.003,0.05,3.276,0.14,1.587,0.303,15.526,5.33
user_359,machine_21,2/17/2020 0:53,49.382,0.078,,0.047,1.72,0.333,2.713,12.593
user_574,machine_4,02-07-2020 19:05,74.995,0.046,28.357,0.156,1.676,0.16,24.91,10.09
user_328,machine_11,03-02-2020 20:17,21.122,0.033,,0.031,1.617,0.29,8.15,5.173
user_72,machine_1,2/29/2020 1:59,32.956,0.1,13.123,0.031,1.49,0.773,10.997,4.956
user_653,machine_0,2/19/2020 17:18,13.955,0.034,,0.031,1.436,0.543,2.146,5.337
user_708,machine_0,02-11-2020 15:31,63.017,0.037,6.35,0.14,1.74,1.14,34.55,9.164
user_484,machine_6,02-12-2020 07:31,21.553,0.02,,0.047,1.596,1.313,1.86,8.577
user_647,machine_17,2/13/2020 11:33,37.358,0.033,,0.032,1.77,0.413,15.966,12.357
user_43,machine_5,02-10-2020 16:19,28.592,0.02,6.277,0.031,1.554,0.18,4.983,10.85
user_493,machine_2,2/28/2020 17:23,20.525,0.03,,0.125,1.44,0.16,2.63,9.83
user_578,machine_21,2/24/2020 9:54,41.007,0.073,16.837,0.047,1.733,0.86,7.346,7.69
user_647,machine_17,03-02-2020 11:10,29.22,0.03,,0.031,1.663,0.664,16.37,5.427
user_107,machine_2,02-05-2020 19:37,24.02,0.02,6.747,0.14,1.39,0.39,2.71,5.503
user_466,machine_8,02-04-2020 02:55,22.791,0.031,4.303,0.063,1.61,0.56,4.187,5.726
user_125,machine_2,2/27/2020 0:24,313.541,0.017,4.283,0.047,1.61,0.244,6.48,9.89
user_468,machine_5,02-05-2020 20:12,45.249,0.02,,0.047,1.493,0.17,5.533,10.147
user_602,machine_6,2/28/2020 21:11,38.565,0.034,,0.047,1.603,0.536,25.473,7.92
user_80,machine_17,2/25/2020 13:03,23.109,0.067,4.314,0.032,1.71,0.723,5.29,5.24
user_8,machine_18,2/28/2020 10:19,17.189,0.017,,0.031,2.57,1.156,2.39,5.403
user_629,machine_23,2/20/2020 10:08,16.803,0.017,,0.031,1.684,0.78,1.847,6.903
user_63,machine_5,2/21/2020 2:47,28.79,0.033,,0.031,1.88,1.643,11.977,9.813
user_538,machine_2,02-10-2020 14:23,30.221,0.017,7.4,0.047,1.836,1.053,9.12,7.954
user_255,machine_18,2/18/2020 18:51,31.553,0.033,6.317,0.031,1.77,0.847,8.734,6.823
user_1,machine_5,2/21/2020 0:39,22.791,0.046,3.773,0.063,1.68,0.91,2.026,7.287
user_37,machine_17,2/26/2020 14:07,22.127,0.033,,0.047,1.723,0.27,1.99,10.287
user_647,machine_19,2/13/2020 13:56,31.462,0.05,,0.141,1.667,0.84,15.917,7.08
user_322,machine_6,2/28/2020 2:55,32.232,0.07,3.28,0.141,1.62,0.326,13.11,7.14
user_513,machine_8,02-04-2020 00:40,26.742,0.017,9.52,0.047,1.577,0.197,4.937,5.616
user_431,machine_6,02-06-2020 01:58,18.129,0.054,,0.031,1.56,0.913,5.693,6.57
user_647,machine_21,2/20/2020 11:08,39.278,0.064,,0.031,1.756,1.37,17.01,8.693
user_412,machine_24,2/24/2020 17:05,27.787,0.033,7.163,0.046,1.734,0.493,3.133,6.583
user_522,machine_19,2/13/2020 6:38,36.971,0.067,5.89,0.047,1.743,1.133,14.523,6.49
user_316,machine_5,2/25/2020 2:21,23.246,0.02,,0.046,1.96,3.8,3.646,13.347
user_396,machine_4,02-03-2020 20:22,60.768,0.017,4.78,0.047,1.917,0.847,36.39,12.083
user_159,machine_2,2/26/2020 17:24,39.815,0.033,9.513,0.14,1.547,0.307,6.533,10.113
user_241,machine_5,02-11-2020 20:20,29.365,0.046,5.6,0.016,1.676,0.974,8.237,8.58
user_408,machine_5,2/24/2020 20:17,21.044,0.02,,0.032,1.753,3.62,3.494,11.053
user_707,machine_17,2/29/2020 9:52,34.967,0.153,6.663,0.157,1.66,0.52,7.427,5.59
user_13,machine_5,03-01-2020 19:34,27.548,0.047,5.28,0.031,1.517,1.257,5.884,7.133
user_413,machine_19,2/21/2020 10:28,33.459,0.017,,0.031,1.863,0.6,14.76,7.85
user_281,machine_1,2/26/2020 16:34,18.766,0.053,3.304,0.031,1.513,0.96,6.79,5.554
user_479,machine_2,02-12-2020 15:14,31.026,0.034,,0.031,2.383,2.29,8.644,13.87
user_104,machine_21,02-11-2020 20:34,19.944,0.02,,0.031,1.76,0.207,0.926,11.664
user_183,machine_6,02-10-2020 19:49,22.36,0.02,2.116,0.031,1.587,0.503,6.05,7.413
user_538,machine_3,02-04-2020 13:35,28.98,0.034,6.26,0.047,1.437,0.577,8.534,4.703
user_626,machine_16,02-04-2020 20:26,28.196,0.034,,0.031,1.693,0.416,4.637,8.646
user_436,machine_0,2/24/2020 14:58,16.891,0.067,,0.031,1.507,0.81,3.93,5.17
user_647,machine_17,2/13/2020 14:01,31.218,0.02,,0.047,1.814,0.897,16.11,7.086
user_464,machine_17,02-11-2020 08:41,41.029,0.017,,0.032,1.493,0.13,5.773,6.07
user_647,machine_24,2/19/2020 14:35,41.46,0.034,,0.032,2.084,1.663,16.763,10.517
user_647,machine_18,2/18/2020 10:32,43.794,0.03,,0.031,1.636,1.337,17.163,9.877
user_394,machine_4,2/25/2020 14:30,25.104,0.067,,0.047,1.634,0.703,3.597,9.83
user_696,machine_24,02-04-2020 15:40,19.95,0.017,6.58,0.125,1.38,0.31,1.633,4.414
user_647,machine_24,2/13/2020 12:13,43.335,0.03,,0.047,1.833,0.424,17.767,12.973
user_86,machine_2,2/18/2020 17:51,64.248,0.078,,0.047,1.537,1,42.74,5.23
user_15,machine_2,02-04-2020 20:35,31.646,0.033,10.203,0.047,1.517,0.523,7.37,6.4
user_332,machine_14,2/14/2020 21:37,27.091,0.034,,0.157,3.11,1.68,3.45,10.907
user_28,machine_14,02-07-2020 21:14,28.204,0.082,5.65,0.032,1.694,0.373,3.25,11.363
user_32,machine_24,2/28/2020 15:07,21.101,0.016,,0.046,1.803,0.333,4.406,6.204
user_37,machine_24,2/26/2020 14:25,18.264,0.067,,0.031,1.73,0.64,2.214,5.903
user_501,machine_16,02-03-2020 07:35,17.268,0.03,,0.031,1.71,1.274,1.797,7.73
user_409,machine_12,03-02-2020 18:11,24.141,0.053,,0.047,1.54,0.383,12.653,5.83
user_647,machine_19,02-12-2020 13:58,47.671,0.034,,0.031,1.727,0.333,16.53,13.184
user_547,machine_5,02-11-2020 10:51,24.003,0.07,,0.032,1.546,1.143,2.91,7.817
user_298,machine_4,2/26/2020 0:51,42.783,0.03,,0.063,1.787,0.71,11.42,13.43
user_478,machine_6,2/28/2020 22:34,50.443,0.033,2.056,0.047,1.55,0.177,9.373,10.05
user_38,machine_17,2/24/2020 11:53,27.83,0.033,,0.031,1.624,0.21,6.19,10.31
user_518,machine_19,2/24/2020 13:57,25.072,0.05,,0.031,1.61,0.683,5.257,7.386
user_464,machine_24,02-10-2020 07:33,19.956,0.033,,0.047,1.39,0.76,3.996,5.287
user_669,machine_2,2/28/2020 22:36,41.769,0.033,,0.032,1.473,1.147,9.574,7.966
user_612,machine_17,2/24/2020 23:14,25.718,0.05,,0.031,1.656,0.436,5.173,5.183
user_462,machine_23,2/29/2020 5:38,16.073,0.034,,0.046,1.693,0.7,2.62,5.297
user_576,machine_4,2/19/2020 17:36,32.438,0.104,7.386,0.032,1.46,0.847,8.413,6.597
user_297,machine_24,02-09-2020 12:37,38.178,0.02,,0.031,1.413,0.377,2.356,5.424
user_357,machine_1,2/20/2020 16:31,17.559,0.126,,0.141,1.57,1.3,2.93,4.517
user_534,machine_1,2/27/2020 2:53,18.356,0.03,,0.031,1.534,0.183,1.847,9.903
user_624,machine_6,03-01-2020 06:31,18.577,0.05,,0.062,1.497,0.9,1.887,6.34
user_576,machine_5,02-11-2020 04:50,33.194,0.02,2.6,0.016,1.547,1.803,15.034,8.48
user_612,machine_23,2/25/2020 8:30,20.36,0.034,,0.031,1.717,0.826,6.55,5.437
user_375,machine_7,2/28/2020 1:52,22.963,0.08,,0.047,1.543,0.21,2.13,10.59
user_653,machine_1,2/27/2020 22:39,17.32,0.03,,0.031,1.483,0.97,5.92,5.176
user_151,machine_19,2/15/2020 11:04,32.603,0.03,,0.047,1.606,0.23,3.246,12.444
user_518,machine_17,02-06-2020 13:43,22.234,0.017,,0.015,1.42,0.163,4.97,9.787
user_534,machine_1,2/25/2020 20:16,16.086,0.017,,0.032,1.543,0.723,2.993,5.99
user_494,machine_5,2/19/2020 21:27,28.481,0.033,4.383,0.047,1.616,0.177,3.06,11.98
user_459,machine_23,2/20/2020 9:54,49.177,0.07,22.81,0.032,1.7,0.38,1.17,13.734
user_647,machine_21,2/19/2020 14:29,40.621,0.03,,0.032,1.757,1.506,16.73,8.296
user_646,machine_21,2/17/2020 14:48,30.947,0.034,5.167,0.047,2.003,1.357,6.493,8.16
user_157,machine_0,2/26/2020 23:00,16.444,0.05,,0.047,1.486,0.75,2.906,6.064
user_333,machine_4,02-03-2020 23:33,28.292,0.017,,0.031,1.807,0.753,15.787,6.183
user_430,machine_5,2/21/2020 20:07,143.439,0.033,1.96,0.047,1.64,1.883,7.216,7.917
user_412,machine_18,02-04-2020 12:36,18.222,0.07,7.077,0.031,1.477,0.433,1.394,4.94
user_550,machine_22,02-03-2020 20:15,35.912,0.033,,0.046,1.527,0.367,1.443,5.094
user_509,machine_22,2/17/2020 22:17,43.698,0.033,,0.047,1.733,0.667,2.387,8.197
user_95,machine_1,2/13/2020 16:18,34.424,0.033,,0.047,1.907,2.627,3.877,9.66
user_469,machine_0,02-06-2020 23:48,19.724,0.033,,0.046,1.643,0.857,6.883,6.054
user_138,machine_3,03-02-2020 22:09,41.087,0.02,6.583,0.047,1.54,0.814,18.936,5.15
user_518,machine_22,2/24/2020 14:07,21.546,0.033,,0.031,1.744,0.79,5.917,5.653
user_298,machine_5,2/14/2020 2:16,56.786,0.057,,0.047,2.5,1.076,22.916,18.38
user_634,machine_5,02-05-2020 02:30,25.557,0.06,3.246,0.016,1.527,0.173,4.504,10.053
user_417,machine_8,2/13/2020 21:02,18.038,0.031,5.13,0.032,,0.28,0.23,3.946
user_280,machine_0,2/17/2020 15:12,56.966,0.017,,0.031,1.777,1.214,38.327,7.88
user_87,machine_5,2/25/2020 1:20,26.779,0.06,2.623,0.047,1.853,0.287,3.766,17.417
user_188,machine_3,02-03-2020 02:39,23.232,0.163,6.367,0.032,1.45,0.98,2.477,5.27
user_188,machine_1,2/24/2020 3:38,28.037,0.057,7.813,0.14,1.437,1.416,5.177,5.527
user_316,machine_5,2/19/2020 0:25,19.074,0.03,,0.047,1.743,1.23,3.677,8.693
user_327,machine_6,2/16/2020 20:40,110.994,0.206,2.773,0.031,2.093,2.98,19.983,17.547
user_623,machine_14,02-03-2020 13:14,36.498,0.067,4.793,0.047,1.816,0.427,7.52,15.137
user_625,machine_2,02-11-2020 16:56,23.767,0.034,4.817,0.031,1.577,0.623,3.01,7.013
user_280,machine_0,2/26/2020 17:27,58.05,0.063,,0.032,1.57,0.607,44.736,5.59
user_306,machine_6,02-12-2020 19:08,29.385,0.02,,0.047,1.61,0.196,2.737,12.426
user_97,machine_22,03-02-2020 12:23,22.64,0.03,,0.032,1.746,0.964,7.727,6.12
user_478,machine_5,2/20/2020 0:40,21.52,0.033,1.974,0.047,1.707,1.657,5.654,8.193
user_86,machine_1,2/20/2020 22:28,72.236,0.03,,0.031,1.517,0.727,42.424,5.123
user_453,machine_4,2/22/2020 1:31,27.713,0.02,,0.031,1.526,0.174,2.673,10.717
user_526,machine_21,2/26/2020 13:55,20.426,0.03,,0.064,1.647,0.32,3.004,6.38
user_546,machine_5,03-02-2020 23:51,34.885,0.016,10.943,0.047,1.577,0.197,7.153,9.8
user_338,machine_4,2/27/2020 3:37,36.98,0.027,4.957,0.047,1.683,1.187,11.97,13.19
user_381,machine_3,02-06-2020 04:53,75.163,0.043,,0.031,2.423,2.09,12.96,12.393
user_700,machine_4,2/26/2020 22:41,30.36,0.113,,0.047,1.794,1.436,10.08,12.757
user_576,machine_4,2/25/2020 0:26,38.614,0.03,4.734,0.032,1.71,0.833,12.424,12.15
user_709,machine_17,2/16/2020 15:25,25.352,0.064,,0.14,1.68,0.834,5.774,8.533
user_342,machine_8,2/17/2020 8:15,41.535,0.066,,0.047,1.96,1.237,27.704,7.47
user_468,machine_5,02-11-2020 03:54,30.701,0.046,5.47,0.032,1.553,0.194,5.686,11.28
user_427,machine_16,2/19/2020 23:18,15.653,0.017,2.067,0.015,1.437,0.38,3.13,6.807
user_574,machine_5,2/25/2020 1:02,30.732,0.033,7.844,0.063,1.857,1.33,6.34,10.776
user_688,machine_21,02-04-2020 08:46,15.727,0.073,,0.141,1.51,0.443,2.91,4.713
user_46,machine_4,2/20/2020 1:44,45.407,0.02,6.63,0.062,1.65,0.96,11.94,8.174
user_402,machine_1,2/13/2020 15:51,27.415,0.016,,0.032,1.75,0.236,3.64,12.703
user_353,machine_6,2/13/2020 0:35,19.275,0.11,,0.063,1.807,2.47,3.23,9.59
user_587,machine_24,2/28/2020 11:50,32.365,0.06,4.587,0.031,1.743,0.26,7.893,10.344
user_190,machine_7,2/28/2020 23:45,35.213,0.048,4.744,0.031,1.58,0.17,9.04,10.017
user_681,machine_5,2/26/2020 8:50,24.908,0.054,,0.031,1.657,0.27,5.087,12.913
user_626,machine_15,2/29/2020 2:26,19.195,0.034,,0.141,1.394,0.19,3.577,7.527
user_606,machine_18,2/28/2020 15:30,33.235,0.017,,0.032,4.877,0.66,7.56,15.007
user_138,machine_2,2/24/2020 16:59,35.597,0.07,6.71,0.047,1.56,0.753,17.277,5.303
user_298,machine_6,02-12-2020 18:42,30.724,0.03,,0.062,1.646,0.183,8.98,11.367
user_647,machine_23,2/19/2020 14:26,38.52,0.016,,0.031,1.653,1.367,16.953,8.254
user_538,machine_3,02-05-2020 22:56,18.266,0.033,,0.031,1.493,0.513,7.143,4.797
user_364,machine_16,2/13/2020 10:35,66.626,0.067,,0.031,1.787,0.407,3.823,11.814
user_201,machine_5,2/21/2020 3:22,27.782,0.03,3.057,0.046,1.836,0.227,6.72,10.83
user_168,machine_6,2/17/2020 12:01,29.088,0.03,,0.047,1.99,1.383,3.38,18.55
user_242,machine_0,2/27/2020 21:43,22.742,0.017,,0.032,1.457,0.56,8.373,4.953
user_642,machine_18,02-12-2020 16:32,35.233,0.02,8.743,0.031,1.68,1.023,3.19,9.503
user_568,machine_19,2/27/2020 11:57,16.446,0.016,,0.031,1.777,0.956,1.814,7.42
user_569,machine_19,02-05-2020 16:06,58.735,0.033,8.203,0.046,1.444,0.393,3.473,7.3
user_606,machine_24,02-06-2020 14:35,24.185,0.05,,0.016,1.477,0.257,5.453,10.703
user_671,machine_6,02-11-2020 21:52,25.946,0.02,,0.047,1.713,0.217,6.393,12.664
user_68,machine_14,2/29/2020 0:50,36.143,0.031,,0.141,1.69,0.76,5.364,10.576
user_55,machine_5,2/19/2020 22:07,22.767,0.03,3.713,0.047,1.867,1.047,3.974,8.243
user_417,machine_6,02-07-2020 19:48,33.092,0.06,3.987,0.062,1.58,0.18,10.59,11.103
user_266,machine_5,2/20/2020 1:33,23.164,0.03,5.017,0.031,1.82,1.59,2.807,9.163
user_518,machine_17,02-03-2020 11:34,18.811,0.03,,0.031,2.48,0.607,4.443,6.127
user_267,machine_18,02-04-2020 11:10,41.14,0.03,,0.047,1.486,0.613,2.423,6.587
user_184,machine_5,2/16/2020 8:43,25.507,0.034,,0.047,2.106,0.846,2.53,14.937
user_126,machine_15,2/20/2020 19:29,25.532,0.046,4.31,0.032,2.027,1.05,2.854,8.596
user_544,machine_0,2/27/2020 15:41,36.016,0.034,10.917,0.047,1.623,1.126,11.786,6.2
user_612,machine_18,03-01-2020 21:13,31.715,0.05,,0.031,1.787,0.366,6.076,11.9
user_142,machine_6,02-05-2020 21:06,20.843,0.03,,0.047,1.524,1.227,7.83,6.23
user_262,machine_1,2/19/2020 16:30,18.593,0.017,,0.032,1.543,0.184,2.21,8.744
user_655,machine_8,02-05-2020 00:40,25.375,0.02,,0.047,1.596,0.763,2.803,5.78
user_165,machine_22,2/27/2020 18:08,49.821,0.017,,0.141,1.71,0.48,32.96,5.743
user_84,machine_1,2/20/2020 10:55,41.786,0.034,,0.031,2.217,2.03,11.45,15.154
user_460,machine_19,2/14/2020 10:35,23.405,0.097,2.843,0.031,1.777,0.227,4.7,10.61
user_304,machine_7,02-05-2020 20:35,45.315,0.031,,0.047,2.17,0.72,32.72,5.846
user_681,machine_6,2/28/2020 21:47,18.98,0.034,,0.063,1.5,0.787,7.35,5.83
user_654,machine_23,02-05-2020 14:03,19.979,0.03,,0.031,1.47,0.463,2.38,4.93
user_323,machine_4,2/21/2020 19:55,37.935,0.06,3.087,0.047,1.697,1.186,10.96,8.136
user_683,machine_4,2/21/2020 18:50,44.288,0.046,2.316,0.047,1.533,0.236,4.156,10.934
user_388,machine_4,2/26/2020 2:13,37.058,0.017,,0.063,1.794,0.22,9.537,15.303
user_518,machine_21,03-02-2020 16:26,23.034,0.03,,0.031,2.32,0.723,5.427,9.7
user_62,machine_5,2/27/2020 23:41,59.852,0.033,6.956,0.046,2.15,0.213,34.213,10.757
user_284,machine_19,02-07-2020 06:15,22.321,0.043,,0.031,1.454,0.47,2.793,5.027
user_13,machine_7,02-05-2020 03:08,24.13,0.062,4.74,0.047,1.617,0.83,6.267,5.7
user_126,machine_15,2/26/2020 22:02,32.076,0.046,9.21,0.031,1.373,0.266,5.636,7.497
user_706,machine_5,2/22/2020 7:01,32.795,0.05,,0.031,1.566,0.62,8.17,8.16
user_518,machine_19,2/14/2020 10:05,26.351,0.093,,0.031,1.683,1.857,5.647,8.536
user_647,machine_21,03-02-2020 14:57,42.462,0.167,,0.031,1.73,0.27,16.98,11.703
user_444,machine_4,2/21/2020 17:19,19.673,0.063,3.934,0.031,1.57,0.544,6.813,6.15
user_298,machine_5,02-11-2020 18:20,28.299,0.054,,0.031,1.653,1.307,7.846,8.157
user_124,machine_23,2/17/2020 14:43,21.134,0.033,4.516,0.031,1.617,0.607,1.91,6.32
user_405,machine_15,2/20/2020 7:27,18.682,0.05,,0.156,1.37,0.237,4.023,5.757
user_624,machine_5,2/25/2020 7:34,22.668,0.057,,0.046,1.65,0.2,1.993,11.734
user_84,machine_0,2/25/2020 15:29,40.411,0.033,,0.031,2.28,2.086,14.696,15.174
user_306,machine_6,02-04-2020 00:43,37.454,0.033,5.444,0.047,1.537,0.166,4.933,9.983
user_232,machine_3,02-05-2020 17:31,21.361,0.02,9.27,0.031,1.494,0.917,2.23,5.343
user_614,machine_18,03-02-2020 20:55,33.268,0.02,6.6,0.141,3.483,0.74,5.7,10.876
user_291,machine_5,02-06-2020 07:20,24.378,0.033,,0.031,1.76,0.713,4.847,12.393
user_478,machine_6,02-11-2020 19:31,25.679,0.033,1.13,0.046,1.68,0.984,7.813,8.47
user_165,machine_23,2/13/2020 6:47,45.806,0.034,,0.047,1.67,0.88,29.913,6.51
user_699,machine_3,02-05-2020 16:19,17.74,0.033,7.527,0.032,1.434,0.774,1.44,4.86
user_482,machine_7,2/28/2020 0:34,21.244,0.13,,0.047,2.04,0.21,9.38,5.774
user_328,machine_5,03-01-2020 07:19,25.48,0.03,,0.047,1.513,0.17,6.897,10.626
user_125,machine_2,2/14/2020 14:59,58.39,0.016,3.87,0.031,1.9,1.47,40.643,7.024
user_506,machine_16,02-05-2020 06:17,21.556,0.106,,0.031,1.69,0.24,2.824,11.94
user_293,machine_7,2/29/2020 0:27,29.564,0.067,,0.031,1.537,0.207,11.227,10.32
user_323,machine_5,2/13/2020 19:16,39.754,0.017,3.463,0.031,2.12,1.243,13.7,15.927
user_323,machine_6,02-12-2020 04:03,38.407,0.033,,0.047,1.624,0.903,9.373,9.517
user_62,machine_4,2/21/2020 1:34,60.353,0.043,3.984,0.031,1.637,0.78,29.907,6.576
user_460,machine_23,2/28/2020 23:12,26.711,0.08,4.286,0.031,1.72,0.494,4.86,5.223
user_647,machine_18,02-03-2020 09:37,44.004,0.05,,0.032,1.487,1.24,15.113,8.887
user_242,machine_2,02-05-2020 18:50,15.858,0.046,,0.031,1.497,0.743,3.013,4.937
user_382,machine_24,2/13/2020 14:49,21.193,0.02,,0.031,1.727,1.013,2.324,6.453
user_468,machine_8,02-10-2020 21:20,48.922,0.031,3.846,0.031,1.667,0.646,4.354,14.716
user_163,machine_2,2/20/2020 14:20,54.73,0.017,7.026,0.031,1.444,0.484,8.933,11.143
user_32,machine_21,2/17/2020 17:44,22.785,0.033,,0.031,1.777,0.24,4.457,10.663
user_105,machine_23,02-06-2020 21:54,14.594,0.08,,0.031,1.387,0.703,1.787,5.04
user_65,machine_16,2/15/2020 5:36,22,0.03,,0.031,1.69,0.317,1.817,13.653
user_149,machine_22,02-12-2020 22:15,45.602,0.02,10.74,0.047,1.79,0.236,6.223,11.57
user_468,machine_4,2/25/2020 19:43,29.185,0.034,5.056,0.047,1.787,3.064,5.006,13.064
user_343,machine_5,2/14/2020 9:27,24.313,0.064,,0.047,2.257,1.197,2.48,15.07
user_686,machine_9,03-02-2020 19:04,21.7,0.03,,0.047,2.12,2.226,6.806,9.534
user_406,machine_8,02-04-2020 12:46,24.701,0.04,4.074,0.047,1.48,0.273,4.78,5.543
user_420,machine_0,2/19/2020 2:25,75.027,0.02,,0.032,2.166,2.227,7.236,12.157
user_333,machine_5,2/21/2020 19:19,24.076,0.034,,0.032,1.583,1.2,10.897,7.21
user_458,machine_5,2/25/2020 21:46,24.216,0.033,,0.047,1.744,0.247,2.05,13.586
user_102,machine_17,02-12-2020 08:36,48.284,0.016,,0.031,1.823,0.597,12.79,6.573
user_384,machine_5,2/19/2020 22:58,45.643,0.03,9.127,0.047,1.803,0.25,3.547,11.436
user_385,machine_24,02-04-2020 11:45,29.246,0.064,5,0.031,1.397,0.344,4.96,8.683
user_606,machine_18,02-05-2020 15:22,17.532,0.046,,0.032,1.497,0.487,5.554,5.053
user_612,machine_18,2/27/2020 19:24,18.322,0.017,,0.047,1.806,0.56,6.17,5.453
user_652,machine_5,2/24/2020 19:16,43.012,0.03,4.306,0.047,1.613,1.417,22.173,9.63
user_647,machine_17,02-03-2020 11:26,53.748,0.117,,0.125,2.023,0.377,13.294,16.91
user_483,machine_5,2/22/2020 0:41,19.025,0.02,,0.031,1.643,1.326,3.036,8.527
user_485,machine_6,2/13/2020 1:40,39.023,0.02,,0.031,1.61,2.503,22.867,8.983
user_227,machine_6,02-10-2020 21:09,21.417,0.017,,0.031,1.606,0.207,3.443,10.457
user_434,machine_2,02-04-2020 21:03,19.416,0.034,,0.047,1.896,1.42,3.16,9.797
user_664,machine_2,02-12-2020 16:27,60.938,0.03,,0.063,1.644,1.08,6.744,6.723
user_554,machine_1,2/24/2020 18:57,19.103,0.036,5.164,0.047,1.583,0.36,3.216,5.804
user_644,machine_24,2/21/2020 0:39,22.189,0.02,,0.031,1.713,0.547,2.427,5.323
user_636,machine_7,02-12-2020 01:47,38.397,0.016,3.72,0.11,2.034,0.39,3.977,23.783
